,scrapping_date,reviewer_name,review_date,rating,review_title,review_content,date_of_stays
10,2022-11-06 13:35:32.736718,Stephany C,Yesterday,2.0,Overrated,our room was not ready when we got there they we will give you other one it was stinky when we got there we found old containers of food on garbage dirty used robe no extra blankets for the junior suite dirty carpet over priced for a dirty room,November 2022
11,2022-11-06 13:35:32.790599,I love Pancake,Jul 2022,5.0,Beautiful property,"Beautiful hotel and lovely amenities. The lobby is small and discreet, and the rooms are nice and comfortable. The bed is heavenly and the soaking tub a great way to unwind after a long day being a tourist in Chicago. They don’t have coffee makers in the room, instead they have complimentary coffee and tea service through in room dinning. Housekeeping team is top notch! The room was thoroughly clean and the daily service done to perfection. My only complain is that I had to leave :)",July 2022
12,2022-11-06 13:35:32.839146,DrS,Oct 2022,5.0,"Fabulous Hotel worth every penny! My new Chicago ""home"" hotel","Business trip and FABULOUS hotel--great staff and wonderful accommodations! Pure luxury and lived up to the  ""Waldorf"" hype! I have frequented the NY location and this is a different more intimate vibe!  Kudos to the staff, friendliness, accomodations and food!",October 2022
13,2022-11-06 13:35:32.858858,LEVI S,Oct 2022,2.0,Very disappointed,"This Waldorf Astoria really disappointed me.  Having just visited the Waldorf location in Monarch Beach this summer, which was fabulous, I was really disappointed with my Chicago visit. The hotel was very expensive, on par with Four Seasons and the Langham. Waldorf doesn’t compare to either though…   The rooms are simple and underwhelming. Service is ok.  There is no area to “chill” other than the small, cramped lobby and bar.   The dining sucked.  Our first night for dinner, we had a variety of food on the menu and honestly, nothing was very good. Chicken was ok, onion soup was average at best…   They wouldn’t allow us into the dining room for breakfast today, because there was a convention there, even though I am a paying guest. I had to leave the hotel this morning, in the rain, to eat breakfast. Not five star service…  The spa is nice, and very attentive staff, that’s why I’m giving two stars. I’ve stayed at three other Waldorf a, they were all much better than this one.   For $700 a night, go to Four Seasons. It’s beautiful, fantastic food, and impeccable service…   …",October 2022
14,2022-11-06 13:35:32.873565,kev1438,Oct 2022,5.0,Still Outstandng,"I haven’t been here for many years, having stayed instead at the now defunct Conrad around the corner. Nothing against this property, Conrad was good and a slightly better price.  And I mean nothing against it. It really remains an outstanding hotel. The rooms remain exceptional. Clean, furniture well maintained, a good mini-bar, great bed and bathroom (water pressure wonderful) and the veranda a wonderful touch. I kept my door open several hours over the two days I spent there, and it was great to hear the sounds of the city and look out over it. Watched a great thunderstorm to the north while sitting outside.  I had room service which was quick and the food good. I haven’t had much luck with either attribute at hotels lately. The Brasserie isn’t the same as it’s brother which closed I guess two years ago, but it’s still a really good dinner.   Finally, you’re several blocks north of where the ubiquitous ambulances turn that scream down the Magnificent Mile. So it’s quiet. And that’s hard to find in a Chicago that sounds like one big ER on most nights.More…",October 2022
15,2022-11-06 13:35:32.892290,Mark Y,Oct 2022,3.0,Underwhelming Experience,"I got the opportunity to spend the night at the Waldorf Chicago (WA) in early September.  I had some expectations, but overall I tend to be a pretty low maintenance guest.  Just do your job, go through my benefits for my particular status, and just be pleasant.  I can say that this property completely underwhelmed me.  There was a wait during check-in, but that wasn't too big of a deal since the property was likely understaffed (I get this).  It was an average check-in experience, however the front desk professional didn't even bother to give me an idea of what my benefits were as a Hilton Diamond member.  Unfortunately, she just didn't seem too interested in being there.    The Good:  Room was a good size and the AC worked amazingly well.  I slept pretty well, so no complaints there.  I ordered room service the next morning, and it was delivered promptly.  The food was as expected - good.  The room service attendant was really pleasant, and it was an easy process.    The Bad:  Other than housekeeping and room service, I found the rest of the staff very marginal at best.  Again, all I really expect is to have a friendly encounter and not have them look at the ground with passing.  I also noticed that I was not offered assistance with bags upon check-in.  I probably would've declined since I only had two small bags, but I find it paramount for a hotel that has the reputation as the WA to offer guests assistance automatically.   I did the checkout through the Hilton app since I didn't want to deal with the hoopla at the desk.  Upon looking at my folio, I noticed that the property failed to deduct the Diamond benefit of the breakfast credit.  It did get cleared up by a really nice gentleman (wish I remembered his name), so I really appreciated that.    I stayed not too long ago at the Peninsula in Chicago, and the WA isn't even close to being in the same league as the Peninsula.  I've had much better experiences at the Garden Inn properties than here.  After traveling along the Pacific Rim for the past two weeks, it became even more apparent how mediocre the staff and the experience is at the WA in comparison to luxury properties in Asia and Australia.  The property has a lot of potential, and hopefully they'll be able to improve on their service because I would surly be open to staying there in the future.  …",September 2022
16,2022-11-06 13:35:32.914418,RandyR,Oct 2022,5.0,Fantastic Stay -  Beautiful Hotel,"I was in Chicago for business and was happy to have my wife accompany me. What an incredible hotel! Location, staff, cleanliness, luxury - the Waldorf had it all. Absolutely fantastic. Talk about being treated Ike royalty! I can't recommend this hotel enough. We will stay here every time we come to Chicago for any reason!! 5++ Stars",October 2022
17,2022-11-06 13:35:32.934618,WTraveler10,Oct 2022,5.0,Best hotel I have ever stayed at,"We had a fantastic time at the Waldorf Astoria and will definitely come back. As Hilton diamond members, we received an upgrade and a complimentary bottle of Prosecco for our wedding anniversary. I also recommend trying the treasure cocktail at Bernard's!",October 2022
18,2022-11-06 13:35:32.946843,Simon C,Oct 2022,5.0,Wonderful  - but pricey,"A wonderful, spacious, modern, smart upscale room, with a high quality bathroom, robes and furniture.  We enjoyed a great few days in Chicago and this hotel was a delight. Very welcoming and friendly and so brilliantly located.  A treat (although that it what you would expect for the price).",October 2022
19,2022-11-06 13:35:32.968929,greg f,Oct 2022,5.0,City trip in September,"This was the best experience I have ever had at a hotel, from the moment I stepped foot onto the property until the moment I left was treated amazingly. The hotel is incredible, the service was top notch. I would stay here again for sure.",September 2022
20,2022-11-06 13:35:33.690859,Stephany C,Yesterday,2.0,Overrated,our room was not ready when we got there they we will give you other one it was stinky when we got there we found old containers of food on garbage dirty used robe no extra blankets for the junior suite dirty carpet over priced for a dirty room,November 2022
21,2022-11-06 13:35:33.701269,I love Pancake,Jul 2022,5.0,Beautiful property,"Beautiful hotel and lovely amenities. The lobby is small and discreet, and the rooms are nice and comfortable. The bed is heavenly and the soaking tub a great way to unwind after a long day being a tourist in Chicago. They don’t have coffee makers in the room, instead they have complimentary coffee and tea service through in room dinning. Housekeeping team is top notch! The room was thoroughly clean and the daily service done to perfection. My only complain is that I had to leave :)",July 2022
22,2022-11-06 13:35:33.719869,DrS,Oct 2022,5.0,"Fabulous Hotel worth every penny! My new Chicago ""home"" hotel","Business trip and FABULOUS hotel--great staff and wonderful accommodations! Pure luxury and lived up to the  ""Waldorf"" hype! I have frequented the NY location and this is a different more intimate vibe!  Kudos to the staff, friendliness, accomodations and food!",October 2022
23,2022-11-06 13:35:33.733313,LEVI S,Oct 2022,2.0,Very disappointed,"This Waldorf Astoria really disappointed me.  Having just visited the Waldorf location in Monarch Beach this summer, which was fabulous, I was really disappointed with my Chicago visit. The hotel was very expensive, on par with Four Seasons and the Langham. Waldorf doesn’t compare to either though…   The rooms are simple and underwhelming. Service is ok.  There is no area to “chill” other than the small, cramped lobby and bar.   The dining sucked.  Our first night for dinner, we had a variety of food on the menu and honestly, nothing was very good. Chicken was ok, onion soup was average at best…   They wouldn’t allow us into the dining room for breakfast today, because there was a convention there, even though I am a paying guest. I had to leave the hotel this morning, in the…",October 2022
24,2022-11-06 13:35:33.743106,kev1438,Oct 2022,5.0,Still Outstandng,"I haven’t been here for many years, having stayed instead at the now defunct Conrad around the corner. Nothing against this property, Conrad was good and a slightly better price.  And I mean nothing against it. It really remains an outstanding hotel. The rooms remain exceptional. Clean, furniture well maintained, a good mini-bar, great bed and bathroom (water pressure wonderful) and the veranda a wonderful touch. I kept my door open several hours over the two days I spent there, and it was great to hear the sounds of the city and look out over it. Watched a great thunderstorm to the north while sitting outside.  I had room service which was quick and the food good. I haven’t had much luck with either attribute at hotels lately. The Brasserie isn’t the same as it’s brother which…",October 2022
25,2022-11-06 13:35:33.756133,Mark Y,Oct 2022,3.0,Underwhelming Experience,"I got the opportunity to spend the night at the Waldorf Chicago (WA) in early September.  I had some expectations, but overall I tend to be a pretty low maintenance guest.  Just do your job, go through my benefits for my particular status, and just be pleasant.  I can say that this property completely underwhelmed me.  There was a wait during check-in, but that wasn't too big of a deal since the property was likely understaffed (I get this).  It was an average check-in experience, however the front desk professional didn't even bother to give me an idea of what my benefits were as a Hilton Diamond member.  Unfortunately, she just didn't seem too interested in being there.    The Good:  Room was a good size and the AC worked amazingly well.  I slept pretty well, so no complaints…",September 2022
26,2022-11-06 13:35:33.766469,RandyR,Oct 2022,5.0,Fantastic Stay -  Beautiful Hotel,"I was in Chicago for business and was happy to have my wife accompany me. What an incredible hotel! Location, staff, cleanliness, luxury - the Waldorf had it all. Absolutely fantastic. Talk about being treated Ike royalty! I can't recommend this hotel enough. We will stay here every time we come to Chicago for any reason!! 5++ Stars",October 2022
27,2022-11-06 13:35:33.776303,WTraveler10,Oct 2022,5.0,Best hotel I have ever stayed at,"We had a fantastic time at the Waldorf Astoria and will definitely come back. As Hilton diamond members, we received an upgrade and a complimentary bottle of Prosecco for our wedding anniversary. I also recommend trying the treasure cocktail at Bernard's!",October 2022
28,2022-11-06 13:35:33.786582,Simon C,Oct 2022,5.0,Wonderful  - but pricey,"A wonderful, spacious, modern, smart upscale room, with a high quality bathroom, robes and furniture.  We enjoyed a great few days in Chicago and this hotel was a delight. Very welcoming and friendly and so brilliantly located.  A treat (although that it what you would expect for the price).",October 2022
29,2022-11-06 13:35:33.799471,greg f,Oct 2022,5.0,City trip in September,"This was the best experience I have ever had at a hotel, from the moment I stepped foot onto the property until the moment I left was treated amazingly. The hotel is incredible, the service was top notch. I would stay here again for sure.",September 2022
30,2022-11-06 13:35:34.333190,Stephany C,Yesterday,2.0,Overrated,our room was not ready when we got there they we will give you other one it was stinky when we got there we found old containers of food on garbage dirty used robe no extra blankets for the junior suite dirty carpet over priced for a dirty room,November 2022
31,2022-11-06 13:35:34.350718,I love Pancake,Jul 2022,5.0,Beautiful property,"Beautiful hotel and lovely amenities. The lobby is small and discreet, and the rooms are nice and comfortable. The bed is heavenly and the soaking tub a great way to unwind after a long day being a tourist in Chicago. They don’t have coffee makers in the room, instead they have complimentary coffee and tea service through in room dinning. Housekeeping team is top notch! The room was thoroughly clean and the daily service done to perfection. My only complain is that I had to leave :)",July 2022
32,2022-11-06 13:35:34.365969,DrS,Oct 2022,5.0,"Fabulous Hotel worth every penny! My new Chicago ""home"" hotel","Business trip and FABULOUS hotel--great staff and wonderful accommodations! Pure luxury and lived up to the  ""Waldorf"" hype! I have frequented the NY location and this is a different more intimate vibe!  Kudos to the staff, friendliness, accomodations and food!",October 2022
33,2022-11-06 13:35:34.377000,LEVI S,Oct 2022,2.0,Very disappointed,"This Waldorf Astoria really disappointed me.  Having just visited the Waldorf location in Monarch Beach this summer, which was fabulous, I was really disappointed with my Chicago visit. The hotel was very expensive, on par with Four Seasons and the Langham. Waldorf doesn’t compare to either though…   The rooms are simple and underwhelming. Service is ok.  There is no area to “chill” other than the small, cramped lobby and bar.   The dining sucked.  Our first night for dinner, we had a variety of food on the menu and honestly, nothing was very good. Chicken was ok, onion soup was average at best…   They wouldn’t allow us into the dining room for breakfast today, because there was a convention there, even though I am a paying guest. I had to leave the hotel this morning, in the…",October 2022
34,2022-11-06 13:35:34.386505,kev1438,Oct 2022,5.0,Still Outstandng,"I haven’t been here for many years, having stayed instead at the now defunct Conrad around the corner. Nothing against this property, Conrad was good and a slightly better price.  And I mean nothing against it. It really remains an outstanding hotel. The rooms remain exceptional. Clean, furniture well maintained, a good mini-bar, great bed and bathroom (water pressure wonderful) and the veranda a wonderful touch. I kept my door open several hours over the two days I spent there, and it was great to hear the sounds of the city and look out over it. Watched a great thunderstorm to the north while sitting outside.  I had room service which was quick and the food good. I haven’t had much luck with either attribute at hotels lately. The Brasserie isn’t the same as it’s brother which…",October 2022
35,2022-11-06 13:35:34.397475,Mark Y,Oct 2022,3.0,Underwhelming Experience,"I got the opportunity to spend the night at the Waldorf Chicago (WA) in early September.  I had some expectations, but overall I tend to be a pretty low maintenance guest.  Just do your job, go through my benefits for my particular status, and just be pleasant.  I can say that this property completely underwhelmed me.  There was a wait during check-in, but that wasn't too big of a deal since the property was likely understaffed (I get this).  It was an average check-in experience, however the front desk professional didn't even bother to give me an idea of what my benefits were as a Hilton Diamond member.  Unfortunately, she just didn't seem too interested in being there.    The Good:  Room was a good size and the AC worked amazingly well.  I slept pretty well, so no complaints…",September 2022
36,2022-11-06 13:35:34.408226,RandyR,Oct 2022,5.0,Fantastic Stay -  Beautiful Hotel,"I was in Chicago for business and was happy to have my wife accompany me. What an incredible hotel! Location, staff, cleanliness, luxury - the Waldorf had it all. Absolutely fantastic. Talk about being treated Ike royalty! I can't recommend this hotel enough. We will stay here every time we come to Chicago for any reason!! 5++ Stars",October 2022
37,2022-11-06 13:35:34.418660,WTraveler10,Oct 2022,5.0,Best hotel I have ever stayed at,"We had a fantastic time at the Waldorf Astoria and will definitely come back. As Hilton diamond members, we received an upgrade and a complimentary bottle of Prosecco for our wedding anniversary. I also recommend trying the treasure cocktail at Bernard's!",October 2022
38,2022-11-06 13:35:34.429543,Simon C,Oct 2022,5.0,Wonderful  - but pricey,"A wonderful, spacious, modern, smart upscale room, with a high quality bathroom, robes and furniture.  We enjoyed a great few days in Chicago and this hotel was a delight. Very welcoming and friendly and so brilliantly located.  A treat (although that it what you would expect for the price).",October 2022
39,2022-11-06 13:35:35.122903,greg f,Oct 2022,5.0,City trip in September,"This was the best experience I have ever had at a hotel, from the moment I stepped foot onto the property until the moment I left was treated amazingly. The hotel is incredible, the service was top notch. I would stay here again for sure.",September 2022
40,2022-11-06 13:35:37.908386,Josh R,Aug 2022,5.0,Excellent Stay,I had the pleasure of staying here for a convention I needed to attend at McCormick place. (It's not too far).   The hotel is beautifully maintained.   Rooms are nice and well kept.  Stay on a higher floor if you can.   What makes this property stand out is the service. The people care and are extremely responsive.  This is a true 5 star facility in every sense. An old world Waldorf Astoria experience that is getting harder and harder to find.,August 2022
41,2022-11-06 13:35:37.930730,tdijetta,Aug 2022,3.0,"Overpriced, Many Annoyances","While the rooms are beautiful and the location is great, the 5-star amenities were just not there. We had to wait in a long line to check in, there are only 2 elevators servicing the entire building (every time we took an elevator, it was PACKED), the Patisserie they are constantly advertising is gone. The phone in the room didn't work so when I needed to call the front desk, I had to use my mobile phone to look up the number and call. No coffee in room unless you request it, which nobody told us to do (thank goodness I saw something about it on Tripadvisor). Took forever to get the Nespresso machine delivered to my room. There was one chair in the room and it had a big stain on it. There was some sort of party in the room next to ours and while they were not being super loud,…",August 2022
42,2022-11-06 13:35:37.948503,Flyer11984417753,Aug 2022,5.0,Unparalleled Service and Experience,This was our third staying at the Waldorf Astoria Chicago. It was without a doubt the best weeekend trip we have ever taken. The service was unbeatable. We were checked into our rooms immediately. Our bags were brought up for us from our car.  The staff that brought us our bags was knowledgeable and helpful.  Each evening our room was turned down and freshened up.  In one instance I had left my glasses out on the nightstand and when we returned from dinner there was a new cleaning cloth laid under my glasses.  The thoughtfulness and attention to detail was remarkable.  The room was beautiful with a wonderful balcony and fireplace.  The views were gorgeous.  The location of the hotel couldn’t be better.  We will be anxiously awaiting our next chance to stay here again.  I highly…,August 2022
43,2022-11-06 13:35:37.975762,FlyingB1975,Aug 2022,4.0,Decent but overpriced,"Booked a standard room that was upgraded to a junior suite, which of course was very nice of them. Sadly there was only one small window with a view of a parking garage, no late check out available and the shower flooded the bathroom. No in-room coffee machine either, the free tea/coffee delivery to the room does not work well if you try and get it at 8am.  Room was super clean, staff were amazing, the bed very comfortable and the fire place a nice touch (though it was August). Would I stay here again? Not for $690/night. It is a decent luxury hotel, but it is not the above and beyond luxury I would expect for that price.",August 2022
44,2022-11-06 13:35:37.996187,Explorer65554912615,Aug 2022,1.0,Service Sucks!,"The room is spacious but the team at the hotel doesn’t communicate. Prior to my arrival I got an email about my stay. I emailed back and two days later someone else on the team replied back.  Checked into hotel. Room is cute. Definitely not a hotel that is friendly to the rainbow clientele. Don’t get the best treatment and I’m a Hilton diamond. I had added a second reservation to extend my stay. In the morning I had told the front desk person and they switched out my keys and gave me a new pair. Got back to the hotel and the keys didn’t work. Went back down and told them what happened, and no apologies or anything. “Sometimes things happens”.  Do your self a favor book at the Ritz or the Lowes. I rather stay at the Waldorf Astoria Las Vegas where they actually make you feel…",August 2022
45,2022-11-06 13:35:38.054136,Travel-TJ53,Aug 2022,5.0,Return trip - spectacular,We love this hotel. Wonderful location and accommodations. Clean. Great and attentive service. Nicest hotel gym we have ever used. Pool is great but the water is quite cloudy. Literally our only complaint but didn’t damage the experience.,August 2022
46,2022-11-06 13:35:38.078578,Tiersa S,Aug 2022,5.0,The Wonderful Waldorf Astoria!,"Whenever I'm in my hometown Chicago, I always stay at the Waldorf Astoria or with my parents.  It's my favorite hotel in Chicago!  This property resembles a condominium residence as oppose to a hotel.  For me, it's home away from home.  The suites are spectacular.  I would recommend upgrading to a suite.  It feels like PARIS in Chicago.  OMG! I don't know which I enjoy most, the soaking tub, the bed, sitting in front of the fireplace or having breakfast on the terrace.  Oh and I must say, the food at the hotel restaurant is delicious. The icing on the cake is the spa and pool.  I never leave the property without getting a message and going into the steam room.  Thanks to AMEX, I used my $100 hotel property credit I received towards my message. The message is rather costly. Now…",March 2022
47,2022-11-06 13:35:38.094803,LuckyFilly,Aug 2022,5.0,Wonderful weekend in Chicago!,"We used Hilton Reward Certificates for two nights at this beautiful hotel. Obviously, with the Waldorf, you have high expectations, and this hotel did not disappoint. Elegant, well appointed, very clean and a great location. However, what truly sets this hotel apart is the customer service. We arrived early, due to our flight schedule, and they were able to give us an immediate check in. That was greatly appreciated as we were exhausted from our flight. Likewise, on the day of departure, we were given a late checkout due to our flight. Again, appreciated! Sheryl, was our concierge, and she provided excellent service. My husband has a lot of back pain, and she specifically chose tours for us that wouldn’t require much walking. She also arranged for the house car to drive us to…",August 2022
48,2022-11-06 13:35:38.119444,cwtsi,Aug 2022,3.0,Not as good as expected,"I will start with the positive.  The spa area was excellent!  We did not book any spa treatments, but thoroughly enjoyed all of the amenities.  The staff were very friendly and attentive and we enjoyed our time in the spa area.  We had a deluxe Queen and the room was nice, but I am glad that we were using points rather than paying full price as there was nothing special about the room, other than the bathroom.  The deep tub was amazing and very much enjoyed.  After reading many reviews here about the amazing service and attention to detail, I have to say that we were underwhelmed.  When we checked in, we were offered an upgrade to a suite for nominal fee, but since there were 3 of us, we did not want someone to have to sleep on a pull-out couch.  Once we turned down this offer,…",August 2022
49,2022-11-06 13:35:38.136071,David S,Aug 2022,5.0,Wonderful stay at the Waldorf!,"Just completed a stay with my wife this past week for our anniversary.  The Waldorf staff starting with the bellman, check in, restaurant staff were all very welcoming and excellent attention to details throughout our stay of 5 nights.   We were given an upgrade to a large corner unit, whether for Diamond level or our anniversary, it was very welcomed and the room was immaculate.  We used our dining credit for breakfast every morning, and the service was the best we had in Chicago all week. Definitely would recommend staying here, and we plan to again in the future.",August 2022
50,2022-11-06 13:35:40.445140,revsunshine,Aug 2022,5.0,Almost Perfect,"Beautiful! But don't stay on the 7th floor it is the bottom floor of rooms directly above the inner workings of the hotel ballrooms, meeting rooms, restaurants, etc.  We had a corner suite so nice, so beautiful, so clean, and well appointed, but an elevator clanked and banged all day and night. What can I say we are light sleepers?  It should be a lot quieter for the money, especially when coming from inside the hotel. When we go back, we will stay at the top!",August 2022
51,2022-11-06 13:35:40.459380,m0nicaae,Aug 2022,2.0,Not worth the price,"Hotel has great location..service was not nearly as expected. 2:25 AM housekeeping on our door with bathroom amenities, really?? They had the wrong room number.. and we had a hard time getting back to sleep after we woke up startled, missed our next morning activities and front desk and manager just thanked us for our feedback!! Upon checking in tired from our trip, the room phone was not working and we had to go downstairs a couple of times since they didn't pay attention to our request for extra blankets. So if you’re looking for a hotel where you can rest, in our family’s experience.. I wouldn’t recommend it at all.",July 2022
52,2022-11-06 13:35:40.473432,boca m,Aug 2022,4.0,"Luxury Hotel with a Small ""l""uxury","Beautiful suite, but the entrance door appeared to have been kicked in at one point and the door's wood under the inside locking plate showed fracture-cracks; door NEVER latched closed unless you physically pushed it closed from the inside or pulled it closed from the outside when you left the room. There were damage marks on part of the living room wall by the dining table. There were multiple fancy light switches throughout the suite; most had their labels rubbed off - so it took a few days to ""learn"" what was: all off, all on, all dim, etc. AND to learn what switches controlled what rooms.   Breakfast quality in the restaurant was POOR, I say again: POOR. Breakfast food was never served hot, not really even warm. My waffles were so cold one day I physically walked the plate…",July 2022
53,2022-11-06 13:35:40.487018,gp,Aug 2022,5.0,First time downtown Chicago before the meeting in Lombard,"Hilton awarded me certificates for complimentary stays, so used two at the Waldorf Astoria in June 2022. As a Diamond member, I was upgraded to a corner room with a fireplace.  Well, it was 98 degrees, so the fireplace was unnecessary (but I turned it on in the mornings to remove the chill). Concierge staff was exemplary ! Ernest had suggested the hop-on-hope-off bus that circles the downtown area.  That was delightful !  Nest time, I'd get the multiple-day pass.",June 2022
54,2022-11-06 13:35:40.501426,Trip585,Jul 2022,5.0,Met expectations for a luxury hotel,"World-class customer service. It was a vacation and our party felt very special, from the room to the peacock cafe downstairs and everything in between. The turn down service every night went above and beyond expectations too. Location is ideal with easy access to shopping and dining.",July 2022
55,2022-11-06 13:35:40.522147,Expedition579707,Jul 2022,5.0,Stunning,"What a reception for our anniversary. Champagne, room upgrade and my best friend.  Slippers chocolate and a weekend with the phone turned off. Breakfast in bed and decompress on a comfy bed pillows and a beautiful woman.  Our concierge Fikiv went over the top. Thank you Waldorf",July 2022
56,2022-11-06 13:35:40.547340,ShawnMartinn,Jul 2022,5.0,Amazing trip,"Went here for my anniversary, received a bottle of champagne which was amazing. Service was great food was great, rooms were beautiful. I wanted a balcony room upon check in which was not available, two hours later received a tx saying my balcony room was ready. Anniversary was beautiful and service was A1. Will return here again.",July 2022
57,2022-11-06 13:35:40.562979,SLD1274,Jul 2022,5.0,Everything you would expect - and more!,I have stayed in W/A properties in several cities and countries.  The Chicago Waldorf never ceases to impress!  The service is impeccable. The rooms are elegant and spotless. (Jr Suite is worth the upgrade!). The new intimate Bernard's lounge serves amazing small-plates and top-shelf cocktails.  Amenties - Amenties - Amenties plus location-location-location.  Can't wait to go back.,July 2022
