,scrapping_date,reviewer_name,review_date,rating,review_title,review_content,date_of_stays
10,2022-11-06 13:45:38.283248,trinidadpa,Yesterday,5.0,Great Location for everything,"The hotel is what you'd expect of a Hilton property.  Excellent quality, clean and friendly staff.  Located within 10 minutes of anything you want.  Eateries are plentiful regardless of the flavor you're looking for.  This will definitely be a spot I'll be staying at in the future.",November 2022
11,2022-11-06 13:45:38.295233,R. Spencer,Aug 2021,5.0,Staff was great!,"I stayed at this hotel on 8/30/21 for one night. I arrived at 8:00pm and checked out at 6:30am. I did not spend much time here but the staff was really impressive from check-in, at weber grill, and check-out. The staff went out of their way to assist me. I had lots of questions since this was my first visit to this location and I really did appreciate them all for taking the time to explain and show me different things around the hotel. But, I would like to call out Richard Garling. Not only did he give me advise on how to catch a cab, this gentleman walked around from the front desk, went outside with me, and stepped into the street to flag a cab down that was a block away! Once the cab arrived, he placed my luggage in the back of the cab and told the cab driver where I was going. Now only if he would have paid the fair as well. LOL. Just kidding. Thank you Mr. Garling for going over and beyond the call of duty! It is very much appreciated.   The room was clean. The hot water did not take long to get hot, and it was super hot! Be careful with the hot water. The refrigerator in the room worked very well. My drinks were cold and my leftovers from Weber Grill had a little frost on the take out container.   Weber Grill - is located next to hotel. There is a door in the lobby that connects the two. So no need to go outside. The female and male hosts on 8/30/21 were great. I enjoyed talking with them while I waited from my takeout. Even though it was close to closing, I wasn't rushed and they the female host provided great conversation. She was very well versed over the menu and she had just started 4 days earlier. But her picks were delicious. Thank you!   There is also a pantry in the lobby were you can buy drinks and snacks. Much thanks for the front desk clerk that checked me in and showed me how to use the self check-out machine.…",August 2021
12,2022-11-06 13:45:38.313714,amber,Yesterday,5.0,Smooth check in,Hector was super kind during check-in and helped make my arrival easy. Early check in much appreciated! Hotel accommodations are as described.  Simple hand pulls on the drapes that close fully is a nice touch.  Kindness and empathy for traveled goes a long way in the hotel business - nice job!,November 2022
13,2022-11-06 13:45:40.757344,Lani N,Nov 4,5.0,Would definitely stay here again,"Absolutely amazing service by Abdul and Alexis.  I arrived too early to check-in but they took care of me and made the day so much easier.  Very nice and courteous.  Room was great, surrounding area perfect for my needs.  They answered all my questions and were so welcoming.",November 2022
14,2022-11-06 13:45:40.931449,Justin B,Nov 4,5.0,Chicago visit,"Excellent service. Excellent stay. We enjoyed the room, the staff, the ease of access to public transit and the walkability to amenities.   Hotel was clean, staff was friendly. Would recommend staying here.",November 2022
15,2022-11-06 13:45:40.945720,Mandy G,Oct 2022,5.0,Great Hotel in a Convenient Location,"We would definitely stay here again. The hotel was clean, the staff was friendly, and it was located in the middle of everything we were doing during our stay. We arrived about an hour before check-in, but our room was ready, so we were able to check-in early. The indoor pool was warm, and my daughter enjoyed swimming in it.  The only thing I wish I would have known ahead of time was the cost of parking. To park in the attached parking garage, it is $60/night, and it isn't come and go as you please. We parked and then walked or took an Uber wherever we needed to go for the duration of our stay.",October 2022
16,2022-11-06 13:45:40.964510,twardmic,Oct 2022,5.0,Fall trip to Chicago,I liked the location. It was in the middle of all the attractions we wanted to see. I like the fact that the room had a microwave and refrigerator. It was also very spaceships with a nice view. The staff was warm and welcoming.,October 2022
17,2022-11-06 13:45:41.313855,Debbie V,Oct 2022,5.0,Great Hotel.,Jose did a good job with customer service.  Very welcoming staff.  Hotel is in a great  location close to restaurants and Michigan Ave.  shopping.  Easy to get most everywhere in the city.  Room was clean and shower had good pressure.  Highly recommend this hotel when in Chicago.,October 2022
18,2022-11-06 13:45:41.376935,Liz R,Oct 2022,5.0,"Amazing Service, Excellent staff",My husband and I arrived at the hotel very early after a long morning of traveling. We were able to get an early check in which was so needed. The staff at the front desk were very nice and accommodating.  The room was clean and a great location. I will definitely stay here again!,October 2022
19,2022-11-06 13:45:41.393311,Latisha E,Oct 2022,5.0,Beautiful view,Thank you Hector for your service at the Front desk we appreciate you getting us checked in so fast thank you for helping us!!! Your the best!! The view is beautiful the staff is very helpful and we definitely will stay again,October 2022
20,2022-11-06 13:45:50.296619,Ricky B,Oct 2022,5.0,Easy and friendly check in,"Check in was efficient and friendly! Shoutout Hector Garcia! We came here for Halloween night and got us right! The hotel was nice and clean! No problems so far! The room is nice, could use some remodeling but it was clean!",October 2022
21,2022-11-06 13:45:50.362402,Rickey R,Oct 2022,5.0,Minister,"Hector is Awesome ; very accommodating ! Excellent Service ! Very helpful , considerate , understanding and Kind making our stay here very comfortable and wanting to comeback and also recommend friends and others to stay at the Hilton Garden Inn !",October 2022
22,2022-11-06 13:45:50.524942,Alysa B,Oct 2022,5.0,Friendly Staff,"There was a very long line to check-in, however Hector was fast and efficient and made sure anyone with any issues had the issues resolved immediately. Overall the property is clean & all employees were friendly and greeted everyone!",October 2022
23,2022-11-06 13:45:50.556562,Regina M,Oct 2022,5.0,Wonderful Check In process,Quentin and Alexis at the front desk were so amazing thank you so much for helping us check in and accommodating us. Appreciated the wonderful customer service when we had a small hiccup with the rooms everything was dealt with very quickly. Happy Halloween!,October 2022
24,2022-11-06 13:45:50.633316,Michelle K,Oct 2022,5.0,Perfect Location for a weekend getaway,"We arrived early, but Quentin was extremely welcoming and provided us superior customer service! Check in was quick and smooth and we were provided plenty of information to make this a memorable stay. This is definitely a great location and great facility! Short walks to the river walk as well as the Magnificent Mile.",October 2022
25,2022-11-06 13:45:50.693688,Jack-Luis C,Oct 2022,5.0,The place was amazing!,"The room was very nice and clean. Lobby was nice I like the setting. My wife and I had like the view of our room The staff were very friendly, and very helpful. We always like Hilton hotel . I will definitely come back again.",October 2022
26,2022-11-06 13:45:50.797551,AG,Oct 2022,5.0,An absolute delight,Quinton made my hectic morning so much better when I checked in. He accommodated to all of our concerns and was very polite! There was not one thing he didn’t get for us. So helpful- will definitely return!,October 2022
27,2022-11-06 13:45:50.830728,308boliver,Oct 2022,5.0,Fantastic Stay,Was there for PACK Expo with my company.  Room was nice and spacious and clean.  Extra coffee which is always welcomed. I did check in on app which was quick and seamless. Would definitely stay here again.,October 2022
28,2022-11-06 13:45:50.854884,Sydney H,Oct 2022,5.0,awesome stay,great hotel! awesome location! we love this hotel snd it’s proximity to everything in the city! the staff was super accommodating and they have the most incredible showers! 100% recommend booking for your stay!,October 2022
29,2022-11-06 13:45:50.885964,donald t,Oct 2022,1.0,This was nothing but bad news.  I'm done with Hilton!,"When we went to our room, the toilet wouldn't flush.  They fixed it.  Next day, same problem.   Left feces in floor when they repaired it.  Cleaned it up and left wet bleach on the counter which ruined my shirt.  I left 2 items of clothing in the closet and I am still trying to get them returned to me.  The manager hung up on me in this process and I was not being rude.  Contacted lost and found 3 times with no response.  I will never use Hilton again.   My friend,  who paid for our rooms  had to cancel her visit due to covid and she's still trying to get a refund. And she's a diamond member.  Inexcusable!",October 2022
30,2022-11-06 13:45:52.852206,Ricky B,Oct 2022,5.0,Easy and friendly check in,"Check in was efficient and friendly! Shoutout Hector Garcia! We came here for Halloween night and got us right! The hotel was nice and clean! No problems so far! The room is nice, could use some remodeling but it was clean!",October 2022
31,2022-11-06 13:45:52.873088,Rickey R,Oct 2022,5.0,Minister,"Hector is Awesome ; very accommodating ! Excellent Service ! Very helpful , considerate , understanding and Kind making our stay here very comfortable and wanting to comeback and also recommend friends and others to stay at the Hilton Garden Inn !",October 2022
32,2022-11-06 13:45:52.914932,Alysa B,Oct 2022,5.0,Friendly Staff,"There was a very long line to check-in, however Hector was fast and efficient and made sure anyone with any issues had the issues resolved immediately. Overall the property is clean & all employees were friendly and greeted everyone!",October 2022
33,2022-11-06 13:45:52.939387,Regina M,Oct 2022,5.0,Wonderful Check In process,Quentin and Alexis at the front desk were so amazing thank you so much for helping us check in and accommodating us. Appreciated the wonderful customer service when we had a small hiccup with the rooms everything was dealt with very quickly. Happy Halloween!,October 2022
34,2022-11-06 13:45:53.065572,Michelle K,Oct 2022,5.0,Perfect Location for a weekend getaway,"We arrived early, but Quentin was extremely welcoming and provided us superior customer service! Check in was quick and smooth and we were provided plenty of information to make this a memorable stay. This is definitely a great location and great facility! Short walks to the river walk as well as the Magnificent Mile.",October 2022
35,2022-11-06 13:45:53.089185,Jack-Luis C,Oct 2022,5.0,The place was amazing!,"The room was very nice and clean. Lobby was nice I like the setting. My wife and I had like the view of our room The staff were very friendly, and very helpful. We always like Hilton hotel . I will definitely come back again.",October 2022
36,2022-11-06 13:45:53.142737,AG,Oct 2022,5.0,An absolute delight,Quinton made my hectic morning so much better when I checked in. He accommodated to all of our concerns and was very polite! There was not one thing he didn’t get for us. So helpful- will definitely return!,October 2022
37,2022-11-06 13:45:53.167267,308boliver,Oct 2022,5.0,Fantastic Stay,Was there for PACK Expo with my company.  Room was nice and spacious and clean.  Extra coffee which is always welcomed. I did check in on app which was quick and seamless. Would definitely stay here again.,October 2022
38,2022-11-06 13:45:53.188511,Sydney H,Oct 2022,5.0,awesome stay,great hotel! awesome location! we love this hotel snd it’s proximity to everything in the city! the staff was super accommodating and they have the most incredible showers! 100% recommend booking for your stay!,October 2022
39,2022-11-06 13:45:53.328756,donald t,Oct 2022,1.0,This was nothing but bad news.  I'm done with Hilton!,"When we went to our room, the toilet wouldn't flush.  They fixed it.  Next day, same problem.   Left feces in floor when they repaired it.  Cleaned it up and left wet bleach on the counter which ruined my shirt.  I left 2 items of clothing in the closet and I am still trying to get them returned to me.  The manager hung up on me in this process and I was not being rude.  Contacted lost and found 3 times with no response.  I will never use Hilton again.   My friend,  who paid for our rooms  had to cancel her visit due to covid and she's still trying to get a refund. And she's a diamond member.  Inexcusable!",October 2022
40,2022-11-06 13:45:54.973547,Ricky B,Oct 2022,5.0,Easy and friendly check in,"Check in was efficient and friendly! Shoutout Hector Garcia! We came here for Halloween night and got us right! The hotel was nice and clean! No problems so far! The room is nice, could use some remodeling but it was clean!",October 2022
41,2022-11-06 13:45:54.991874,Rickey R,Oct 2022,5.0,Minister,"Hector is Awesome ; very accommodating ! Excellent Service ! Very helpful , considerate , understanding and Kind making our stay here very comfortable and wanting to comeback and also recommend friends and others to stay at the Hilton Garden Inn !",October 2022
42,2022-11-06 13:45:55.012170,Alysa B,Oct 2022,5.0,Friendly Staff,"There was a very long line to check-in, however Hector was fast and efficient and made sure anyone with any issues had the issues resolved immediately. Overall the property is clean & all employees were friendly and greeted everyone!",October 2022
43,2022-11-06 13:45:55.034407,Regina M,Oct 2022,5.0,Wonderful Check In process,Quentin and Alexis at the front desk were so amazing thank you so much for helping us check in and accommodating us. Appreciated the wonderful customer service when we had a small hiccup with the rooms everything was dealt with very quickly. Happy Halloween!,October 2022
44,2022-11-06 13:45:55.294539,Michelle K,Oct 2022,5.0,Perfect Location for a weekend getaway,"We arrived early, but Quentin was extremely welcoming and provided us superior customer service! Check in was quick and smooth and we were provided plenty of information to make this a memorable stay. This is definitely a great location and great facility! Short walks to the river walk as well as the Magnificent Mile.",October 2022
45,2022-11-06 13:45:55.330950,Jack-Luis C,Oct 2022,5.0,The place was amazing!,"The room was very nice and clean. Lobby was nice I like the setting. My wife and I had like the view of our room The staff were very friendly, and very helpful. We always like Hilton hotel . I will definitely come back again.",October 2022
46,2022-11-06 13:45:55.354286,AG,Oct 2022,5.0,An absolute delight,Quinton made my hectic morning so much better when I checked in. He accommodated to all of our concerns and was very polite! There was not one thing he didn’t get for us. So helpful- will definitely return!,October 2022
47,2022-11-06 13:45:55.379620,308boliver,Oct 2022,5.0,Fantastic Stay,Was there for PACK Expo with my company.  Room was nice and spacious and clean.  Extra coffee which is always welcomed. I did check in on app which was quick and seamless. Would definitely stay here again.,October 2022
48,2022-11-06 13:45:55.401611,Sydney H,Oct 2022,5.0,awesome stay,great hotel! awesome location! we love this hotel snd it’s proximity to everything in the city! the staff was super accommodating and they have the most incredible showers! 100% recommend booking for your stay!,October 2022
49,2022-11-06 13:45:55.416598,donald t,Oct 2022,1.0,This was nothing but bad news.  I'm done with Hilton!,"When we went to our room, the toilet wouldn't flush.  They fixed it.  Next day, same problem.   Left feces in floor when they repaired it.  Cleaned it up and left wet bleach on the counter which ruined my shirt.  I left 2 items of clothing in the closet and I am still trying to get them returned to me.  The manager hung up on me in this process and I was not being rude.  Contacted lost and found 3 times with no response.  I will never use Hilton again.   My friend,  who paid for our rooms  had to cancel her visit due to covid and she's still trying to get a refund. And she's a diamond member.  Inexcusable!",October 2022
50,2022-11-06 13:45:55.932137,Ricky B,Oct 2022,5.0,Easy and friendly check in,"Check in was efficient and friendly! Shoutout Hector Garcia! We came here for Halloween night and got us right! The hotel was nice and clean! No problems so far! The room is nice, could use some remodeling but it was clean!",October 2022
51,2022-11-06 13:45:55.947628,Rickey R,Oct 2022,5.0,Minister,"Hector is Awesome ; very accommodating ! Excellent Service ! Very helpful , considerate , understanding and Kind making our stay here very comfortable and wanting to comeback and also recommend friends and others to stay at the Hilton Garden Inn !",October 2022
52,2022-11-06 13:45:55.972194,Alysa B,Oct 2022,5.0,Friendly Staff,"There was a very long line to check-in, however Hector was fast and efficient and made sure anyone with any issues had the issues resolved immediately. Overall the property is clean & all employees were friendly and greeted everyone!",October 2022
53,2022-11-06 13:45:55.983932,Regina M,Oct 2022,5.0,Wonderful Check In process,Quentin and Alexis at the front desk were so amazing thank you so much for helping us check in and accommodating us. Appreciated the wonderful customer service when we had a small hiccup with the rooms everything was dealt with very quickly. Happy Halloween!,October 2022
54,2022-11-06 13:45:56.001169,Michelle K,Oct 2022,5.0,Perfect Location for a weekend getaway,"We arrived early, but Quentin was extremely welcoming and provided us superior customer service! Check in was quick and smooth and we were provided plenty of information to make this a memorable stay. This is definitely a great location and great facility! Short walks to the river walk as well as the Magnificent Mile.",October 2022
55,2022-11-06 13:45:56.012702,Jack-Luis C,Oct 2022,5.0,The place was amazing!,"The room was very nice and clean. Lobby was nice I like the setting. My wife and I had like the view of our room The staff were very friendly, and very helpful. We always like Hilton hotel . I will definitely come back again.",October 2022
56,2022-11-06 13:45:56.023739,AG,Oct 2022,5.0,An absolute delight,Quinton made my hectic morning so much better when I checked in. He accommodated to all of our concerns and was very polite! There was not one thing he didn’t get for us. So helpful- will definitely return!,October 2022
57,2022-11-06 13:45:56.039244,308boliver,Oct 2022,5.0,Fantastic Stay,Was there for PACK Expo with my company.  Room was nice and spacious and clean.  Extra coffee which is always welcomed. I did check in on app which was quick and seamless. Would definitely stay here again.,October 2022
58,2022-11-06 13:45:56.049801,Sydney H,Oct 2022,5.0,awesome stay,great hotel! awesome location! we love this hotel snd it’s proximity to everything in the city! the staff was super accommodating and they have the most incredible showers! 100% recommend booking for your stay!,October 2022
59,2022-11-06 13:45:56.062510,donald t,Oct 2022,1.0,This was nothing but bad news.  I'm done with Hilton!,"When we went to our room, the toilet wouldn't flush.  They fixed it.  Next day, same problem.   Left feces in floor when they repaired it.  Cleaned it up and left wet bleach on the counter which ruined my shirt.  I left 2 items of clothing in the closet and I am still trying to get them returned to me.  The manager hung up on me in this process and I was not being rude.  Contacted lost and found 3 times with no response.  I will never use Hilton again.   My friend,  who paid for our rooms  had to cancel her visit due to covid and she's still trying to get a refund. And she's a diamond member.  Inexcusable!",October 2022
60,2022-11-06 13:45:56.647037,Ricky B,Oct 2022,5.0,Easy and friendly check in,"Check in was efficient and friendly! Shoutout Hector Garcia! We came here for Halloween night and got us right! The hotel was nice and clean! No problems so far! The room is nice, could use some remodeling but it was clean!",October 2022
61,2022-11-06 13:45:56.672249,Rickey R,Oct 2022,5.0,Minister,"Hector is Awesome ; very accommodating ! Excellent Service ! Very helpful , considerate , understanding and Kind making our stay here very comfortable and wanting to comeback and also recommend friends and others to stay at the Hilton Garden Inn !",October 2022
62,2022-11-06 13:45:56.766426,Alysa B,Oct 2022,5.0,Friendly Staff,"There was a very long line to check-in, however Hector was fast and efficient and made sure anyone with any issues had the issues resolved immediately. Overall the property is clean & all employees were friendly and greeted everyone!",October 2022
63,2022-11-06 13:45:56.900419,Regina M,Oct 2022,5.0,Wonderful Check In process,Quentin and Alexis at the front desk were so amazing thank you so much for helping us check in and accommodating us. Appreciated the wonderful customer service when we had a small hiccup with the rooms everything was dealt with very quickly. Happy Halloween!,October 2022
64,2022-11-06 13:45:56.932664,Michelle K,Oct 2022,5.0,Perfect Location for a weekend getaway,"We arrived early, but Quentin was extremely welcoming and provided us superior customer service! Check in was quick and smooth and we were provided plenty of information to make this a memorable stay. This is definitely a great location and great facility! Short walks to the river walk as well as the Magnificent Mile.",October 2022
65,2022-11-06 13:45:56.947660,Jack-Luis C,Oct 2022,5.0,The place was amazing!,"The room was very nice and clean. Lobby was nice I like the setting. My wife and I had like the view of our room The staff were very friendly, and very helpful. We always like Hilton hotel . I will definitely come back again.",October 2022
66,2022-11-06 13:45:56.964310,AG,Oct 2022,5.0,An absolute delight,Quinton made my hectic morning so much better when I checked in. He accommodated to all of our concerns and was very polite! There was not one thing he didn’t get for us. So helpful- will definitely return!,October 2022
67,2022-11-06 13:45:56.989135,308boliver,Oct 2022,5.0,Fantastic Stay,Was there for PACK Expo with my company.  Room was nice and spacious and clean.  Extra coffee which is always welcomed. I did check in on app which was quick and seamless. Would definitely stay here again.,October 2022
68,2022-11-06 13:45:57.049664,Sydney H,Oct 2022,5.0,awesome stay,great hotel! awesome location! we love this hotel snd it’s proximity to everything in the city! the staff was super accommodating and they have the most incredible showers! 100% recommend booking for your stay!,October 2022
69,2022-11-06 13:45:57.080909,donald t,Oct 2022,1.0,This was nothing but bad news.  I'm done with Hilton!,"When we went to our room, the toilet wouldn't flush.  They fixed it.  Next day, same problem.   Left feces in floor when they repaired it.  Cleaned it up and left wet bleach on the counter which ruined my shirt.  I left 2 items of clothing in the closet and I am still trying to get them returned to me.  The manager hung up on me in this process and I was not being rude.  Contacted lost and found 3 times with no response.  I will never use Hilton again.   My friend,  who paid for our rooms  had to cancel her visit due to covid and she's still trying to get a refund. And she's a diamond member.  Inexcusable!",October 2022
70,2022-11-06 13:45:59.710783,Pump T,Oct 2022,3.0,Needs Updating,"The rooms need updating, seems like the last time it was updated was 15 years ago.  Check-in line was very long around noon, they only had two staff members checking in.  It was a busy week with events in Chicago and most hotels are sold out so along with the under-staffing problem you see everywhere, this was just more of that.  Friendly staff, great location.  Weber Grill food and service was decent, nothing beyond that.  Prices were quite good though compared to other restaurants in the area.  Room was quiet but shower handle didn't work properly, was loose and would send burning hot water out of the shower head if you weren't careful.  Fitness Center also needs updating, full of old Precor equipment and the room is too small for the amount of people that were in there both…",October 2022
71,2022-11-06 13:45:59.730688,Ted E,Oct 2022,5.0,Convenient!,"Great place to stop for a work conference. Convenient to restaurants, bars, and the conference. Front desk staff was extremely accommodating and made the stay a pleasure. I highly recommend this spot in River North!",October 2022
72,2022-11-06 13:45:59.783157,Abner S,Oct 2022,5.0,Great location.,Clean rooms. Nice views. Nice city view from pool. Great meeting spaces. Fair prices. Great front desk staff. Webber grill has good food. Train station at from of hotel. Security attentive. Clean restroom.,September 2022
73,2022-11-06 13:45:59.804695,Emily M,Sep 2022,5.0,Amazing place!!,"Jose, Destiny, and Mike, at the front desk were so  accommodating with early check ins! Great hotel, in a great location. Walking distance to many restaurants. Our family and friends can’t wait to stay here again!",September 2022
74,2022-11-06 13:46:01.034345,Mara M,Sep 2022,5.0,Great place!,"Very clean, great location! Walking distance to a lot of restaurants and stores! Thank you Jose and Destiny, my family and I are looking forward to future trips to Chicago with Hilton Garden Inn. Thanks again!",September 2022
75,2022-11-06 13:46:01.097388,Lina S,Sep 2022,5.0,Assistant Manager,"Amazing customer service. Christopher in reception has a great customer service, was really charming, made my day after a long flight. The room was very clean, and the bathroom was re stock. Thank you.",September 2022
76,2022-11-06 13:46:01.169652,Arty P,Sep 2022,5.0,Great Service,"Abdul & Jaileen were beyond professional and courteous. They happily answered all my questions and concerns. Lovely talking to them. Great personalities.  PS: the gift bag with the water, M&Ms, and chips was awesome",September 2022
77,2022-11-06 13:46:01.198227,Andres C,Sep 2022,5.0,Christopher,"I was attended by Christopher and he was very kind and he helped me with the check-in and provided me with the keys to the room, in short a very attentive, kind and efficient person who helped me very quickly and is appreciated",September 2022
78,2022-11-06 13:46:01.220050,Macy S,Sep 2022,5.0,Great Hotel,"Very clean, nice knowledgeable people, very helpful. Room was ready early around noon and they let us check in early. Nice that pool is open until eleven. Very close to the Michigan mile and lots of shops and restaurants.",September 2022
79,2022-11-06 13:46:01.240609,Curiosity570569,Sep 2022,5.0,Great location! Lexus at the front desk was awesome! Very clean and friendly and the view was great.,This was our first time in Chicago to experience the city and this location is perfect walking distance from everything. The room was spotless and the front desk service is excellent. Our flight arrived early so we were worried that we wouldn’t have a place to stay. Lexus at the front desk was amazing! We told her our dilemma and saw that we had reservations and got us in our room immediately. She was very kind and professional. I would definitely stay here again and recommend it to anyone.,September 2022
80,2022-11-06 13:46:01.885493,K. B,Sep 2022,5.0,Great hotel,Great customer service. Jose and Ashley were very helpful. Gave me the room. I was looking for it as well as the breakfast. This is definitely a place I would recommend. Loved how clean the hotel is in the suite we were given. Highly recommend.  And so I was able to,September 2022
81,2022-11-06 13:46:01.912205,Mike R,Sep 2022,5.0,Great experience,I was there just one night but the experience was great. Very spacious and clean room. I definitely will be staying here again on my next trip. A special thanks to the front desk for recommending a great restaurant for lunch.,September 2022
82,2022-11-06 13:46:01.924625,Tyler D,Sep 2022,5.0,Jose Valentin,Jose was so pleasant to talk to!!  Great Service!! Super Nice!! I will recommend this location for great customer service again!  The prompt response and friendliness was a nice welcoming feel.  Thank you!,September 2022
83,2022-11-06 13:46:01.943103,Emily M,Sep 2022,5.0,Amazing place!!,"Jose, Destiny, and Mike, at the front desk were so  accommodating with early check ins! Great hotel, in a great location. Walking distance to many restaurants. Our family and friends can’t wait to stay here again!",September 2022
84,2022-11-06 13:46:01.960695,Mara M,Sep 2022,5.0,Great place!,"Very clean, great location! Walking distance to a lot of restaurants and stores! Thank you Jose and Destiny, my family and I are looking forward to future trips to Chicago with Hilton Garden Inn. Thanks again!",September 2022
85,2022-11-06 13:46:01.980658,Lina S,Sep 2022,5.0,Assistant Manager,"Amazing customer service. Christopher in reception has a great customer service, was really charming, made my day after a long flight. The room was very clean, and the bathroom was re stock. Thank you.",September 2022
86,2022-11-06 13:46:02.001781,Arty P,Sep 2022,5.0,Great Service,"Abdul & Jaileen were beyond professional and courteous. They happily answered all my questions and concerns. Lovely talking to them. Great personalities.  PS: the gift bag with the water, M&Ms, and chips was awesome",September 2022
87,2022-11-06 13:46:02.022253,Andres C,Sep 2022,5.0,Christopher,"I was attended by Christopher and he was very kind and he helped me with the check-in and provided me with the keys to the room, in short a very attentive, kind and efficient person who helped me very quickly and is appreciated",September 2022
88,2022-11-06 13:46:02.039994,Macy S,Sep 2022,5.0,Great Hotel,"Very clean, nice knowledgeable people, very helpful. Room was ready early around noon and they let us check in early. Nice that pool is open until eleven. Very close to the Michigan mile and lots of shops and restaurants.",September 2022
89,2022-11-06 13:46:02.059511,Curiosity570569,Sep 2022,5.0,Great location! Lexus at the front desk was awesome! Very clean and friendly and the view was great.,This was our first time in Chicago to experience the city and this location is perfect walking distance from everything. The room was spotless and the front desk service is excellent. Our flight arrived early so we were worried that we wouldn’t have a place to stay. Lexus at the front desk was amazing! We told her our dilemma and saw that we had reservations and got us in our room immediately. She was very kind and professional. I would definitely stay here again and recommend it to anyone.,September 2022
90,2022-11-06 13:46:02.894594,K. B,Sep 2022,5.0,Great hotel,Great customer service. Jose and Ashley were very helpful. Gave me the room. I was looking for it as well as the breakfast. This is definitely a place I would recommend. Loved how clean the hotel is in the suite we were given. Highly recommend.  And so I was able to,September 2022
91,2022-11-06 13:46:02.907708,Mike R,Sep 2022,5.0,Great experience,I was there just one night but the experience was great. Very spacious and clean room. I definitely will be staying here again on my next trip. A special thanks to the front desk for recommending a great restaurant for lunch.,September 2022
