,scrapping_date,review_rating,reviewer_name,review_date,review_title,review_content
58,2022-11-06 17:22:04.082719,5/5 Excellent,"Andrew, Blaine","Oct 22, 2022",,"Great location, friendly staff. Checkout was not until noon, which is a plus. Right in the center of downtown. No valet or self parking. Their is a parking lock across Wacker St that charges $60/night. They were great and I would recommend."
59,2022-11-06 17:22:04.104418,5/5 Excellent,Richmond Expedia,"Oct 21, 2022",,Property is ok but my room 303 was overlooking a brick wall
60,2022-11-06 17:22:04.130974,4/5 Good,Verified traveler,"Sep 25, 2022",Chicago trip,Front desk staff was really helpful.  Great location.
61,2022-11-06 17:22:04.662199,4/5 Good,Skye,"Sep 25, 2022",PERFECT location!,Location perfect. We had a river view which is a must. Room extremely small- though expected for downtown. Bed too soft for our needs and fan only had auto option for air so we couldn’t keep it on for white noise. Dealt with it coming on and off throughout the night.
62,2022-11-06 17:22:04.681607,5/5 Excellent,Christi,"Sep 25, 2022",,"There weren't a lot of options in the pantry, but there is a 7-11 right down the street. Hotel was close to the trains and sights."
63,2022-11-06 17:22:04.712721,5/5 Excellent,Joe,"Sep 25, 2022",,It was great
64,2022-11-06 17:22:04.730085,5/5 Excellent,Jody,"Sep 24, 2022",,"The location was perfect! We could walk to almost everything. We felt very safe. (anywhere you go, you need to be aware of your surroundings)
The staff was the best! They were very friendly and helpful, always willing with greetings and suggestions.
Our room was clean and quiet. Would definitely stay there again!"
65,2022-11-06 17:22:04.747481,5/5 Excellent,Verified traveler,"Sep 24, 2022",,
66,2022-11-06 17:22:04.766764,5/5 Excellent,Andrea,"Sep 23, 2022",,"Very central, room was very clean and hotel is nice and quiet!"
67,2022-11-06 17:22:04.787266,5/5 Excellent,Michael,"Sep 23, 2022",,"Fast, courteous service"
68,2022-11-06 17:22:04.807855,4/5 Good,Kim,"Sep 21, 2022",,
69,2022-11-06 17:22:04.831219,5/5 Excellent,James,"Sep 21, 2022",,"Great location, clean, friendly and close to the river walk."
70,2022-11-06 17:22:04.864405,4/5 Good,Verified traveler,"Sep 25, 2022",Chicago trip,Front desk staff was really helpful.  Great location.
71,2022-11-06 17:22:04.884710,4/5 Good,Skye,"Sep 25, 2022",PERFECT location!,Location perfect. We had a river view which is a must. Room extremely small- though expected for downtown. Bed too soft for our needs and fan only had auto option for air so we couldn’t keep it on for white noise. Dealt with it coming on and off throughout the night.
72,2022-11-06 17:22:04.904890,5/5 Excellent,Christi,"Sep 25, 2022",,"There weren't a lot of options in the pantry, but there is a 7-11 right down the street. Hotel was close to the trains and sights."
73,2022-11-06 17:22:04.930056,5/5 Excellent,Joe,"Sep 25, 2022",,It was great
